merchant_id,txn_month,total_revenue,txn_count,unique_customers,avg_order_value,prev_revenue,revenue_growth_rate,repeat_purchase_rate,merchant_name,industry,region,growth_type,estimated_ltv,cac_estimate,ltv_cac_ratio,anomaly_type,month_num,year,revenue_lag_1,revenue_lag_2,revenue_lag_3,revenue_rolling_mean_3,txn_rolling_mean_3,industry_encoded,region_encoded,growth_encoded,target_revenue_next
M0001,2023-11,4204209,129,128,32590.767441860466,3431168.0,22.53,0.78,가맹점_1,음식점,부산,정체,394140.0,22184,17.77,정상,11,2023,3431168.0,3273201.0,3446576.0,3636192.6666666665,116.0,4,2,2,3317869.0
M0001,2023-12,3317869,115,112,28851.034782608695,4204209.0,-21.08,2.68,가맹점_1,음식점,부산,정체,355491.0,18442,19.28,정상,12,2023,4204209.0,3431168.0,3273201.0,3651082.0,118.0,4,2,2,2895427.0
M0001,2024-01,2895427,91,89,31817.879120879123,3317869.0,-12.73,2.25,가맹점_1,음식점,부산,정체,390405.0,20829,18.74,정상,1,2024,3317869.0,4204209.0,3431168.0,3472501.6666666665,111.66666666666667,4,2,2,3263646.0
M0001,2024-02,3263646,100,100,32636.46,2895427.0,12.72,0.0,가맹점_1,음식점,부산,정체,391638.0,20615,19.0,정상,2,2024,2895427.0,3317869.0,4204209.0,3158980.6666666665,102.0,4,2,2,3206493.0
M0001,2024-03,3206493,106,106,30249.93396226415,3263646.0,-1.75,0.0,가맹점_1,음식점,부산,정체,362999.0,12886,28.17,정상,3,2024,3263646.0,2895427.0,3317869.0,3121855.3333333335,99.0,4,2,2,2883589.0
M0001,2024-04,2883589,101,101,28550.38613861386,3206493.0,-10.07,0.0,가맹점_1,음식점,부산,정체,342605.0,31454,10.89,정상,4,2024,3206493.0,3263646.0,2895427.0,3117909.3333333335,102.33333333333333,4,2,2,3214525.0
M0001,2024-05,3214525,113,110,28447.12389380531,2883589.0,11.48,2.73,가맹점_1,음식점,부산,정체,350685.0,17613,19.91,정상,5,2024,2883589.0,3206493.0,3263646.0,3101535.6666666665,106.66666666666667,4,2,2,3286173.0
M0001,2024-06,3286173,108,106,30427.527777777777,3214525.0,2.23,1.89,가맹점_1,음식점,부산,정체,372031.0,34683,10.73,정상,6,2024,3214525.0,2883589.0,3206493.0,3128095.6666666665,107.33333333333333,4,2,2,3385914.0
M0001,2024-07,3385914,118,116,28694.186440677968,3286173.0,3.04,1.72,가맹점_1,음식점,부산,정체,350253.0,23298,15.03,정상,7,2024,3286173.0,3214525.0,2883589.0,3295537.3333333335,113.0,4,2,2,3259253.0
M0001,2024-08,3259253,109,109,29901.403669724772,3385914.0,-3.74,0.0,가맹점_1,음식점,부산,정체,358817.0,15520,23.12,정상,8,2024,3385914.0,3286173.0,3214525.0,3310446.6666666665,111.66666666666667,4,2,2,3210967.0
M0001,2024-09,3210967,107,107,30009.03738317757,3259253.0,-1.48,0.0,가맹점_1,음식점,부산,정체,360108.0,14613,24.64,정상,9,2024,3259253.0,3385914.0,3286173.0,3285378.0,111.33333333333333,4,2,2,3424303.0
M0001,2024-10,3424303,114,114,30037.745614035088,3210967.0,6.64,0.0,가맹점_1,음식점,부산,정체,360453.0,34487,10.45,정상,10,2024,3210967.0,3259253.0,3385914.0,3298174.3333333335,110.0,4,2,2,3958003.0
M0001,2024-11,3958003,118,118,33542.398305084746,3424303.0,15.59,0.0,가맹점_1,음식점,부산,정체,402509.0,19396,20.75,정상,11,2024,3424303.0,3210967.0,3259253.0,3531091.0,113.0,4,2,2,3906217.0
M0001,2024-12,3906217,129,126,30280.751937984496,3958003.0,-1.31,2.38,가맹점_1,음식점,부산,정체,372017.0,34540,10.77,정상,12,2024,3958003.0,3424303.0,3210967.0,3762841.0,120.33333333333333,4,2,2,3057536.0
M0001,2025-01,3057536,99,99,30884.20202020202,3906217.0,-21.73,0.0,가맹점_1,음식점,부산,정체,370610.0,11356,32.64,정상,1,2025,3906217.0,3958003.0,3424303.0,3640585.3333333335,115.33333333333333,4,2,2,2328754.0
M0001,2025-02,2328754,83,83,28057.277108433736,3057536.0,-23.84,0.0,가맹점_1,음식점,부산,정체,336687.0,13059,25.78,정상,2,2025,3057536.0,3906217.0,3958003.0,3097502.3333333335,103.66666666666667,4,2,2,3312909.0
M0001,2025-03,3312909,113,112,29317.778761061945,2328754.0,42.26,0.89,가맹점_1,음식점,부산,정체,354944.0,13155,26.98,정상,3,2025,2328754.0,3057536.0,3906217.0,2899733.0,98.33333333333333,4,2,2,2791264.0
M0001,2025-04,2791264,97,95,28775.917525773195,3312909.0,-15.75,2.11,가맹점_1,음식점,부산,정체,352597.0,20773,16.97,정상,4,2025,3312909.0,2328754.0,3057536.0,2810975.6666666665,97.66666666666667,4,2,2,2998980.0
M0001,2025-05,2998980,110,108,27263.454545454544,2791264.0,7.44,1.85,가맹점_1,음식점,부산,정체,333214.0,22928,14.53,정상,5,2025,2791264.0,3312909.0,2328754.0,3034384.3333333335,106.66666666666667,4,2,2,3566322.0
M0001,2025-06,3566322,120,120,29719.35,2998980.0,18.92,0.0,가맹점_1,음식점,부산,정체,356632.0,27245,13.09,정상,6,2025,2998980.0,2791264.0,3312909.0,3118855.3333333335,109.0,4,2,2,3634947.0
M0001,2025-07,3634947,119,119,30545.7731092437,3566322.0,1.92,0.0,가맹점_1,음식점,부산,정체,366549.0,29256,12.53,정상,7,2025,3566322.0,2998980.0,2791264.0,3400083.0,116.33333333333333,4,2,2,3002257.0
M0001,2025-08,3002257,102,102,29433.892156862745,3634947.0,-17.41,0.0,가맹점_1,음식점,부산,정체,353207.0,19718,17.91,정상,8,2025,3634947.0,3566322.0,2998980.0,3401175.3333333335,113.66666666666667,4,2,2,3124728.0
M0001,2025-09,3124728,113,113,27652.46017699115,3002257.0,4.08,0.0,가맹점_1,음식점,부산,정체,331830.0,14672,22.62,정상,9,2025,3002257.0,3634947.0,3566322.0,3253977.3333333335,111.33333333333333,4,2,2,3203253.0
M0001,2025-10,3203253,111,110,28858.135135135137,3124728.0,2.51,0.91,가맹점_1,음식점,부산,정체,349449.0,21602,16.18,정상,10,2025,3124728.0,3002257.0,3634947.0,3110079.3333333335,108.66666666666667,4,2,2,3408263.0
M0001,2025-11,3408263,120,120,28402.191666666666,3203253.0,6.4,0.0,가맹점_1,음식점,부산,정체,340826.0,9635,35.37,정상,11,2025,3203253.0,3124728.0,3002257.0,3245414.6666666665,114.66666666666667,4,2,2,3206519.0
M0001,2025-12,3206519,113,110,28376.274336283186,3408263.0,-5.92,2.73,가맹점_1,음식점,부산,정체,349811.0,21849,16.01,정상,12,2025,3408263.0,3203253.0,3124728.0,3272678.3333333335,114.66666666666667,4,2,2,
M0002,2023-01,1144653,53,53,21597.22641509434,,,0.0,가맹점_2,IT서비스,경기,하락,259167.0,20683,12.53,정상,1,2023,,,,1144653.0,53.0,0,0,3,1749168.0
M0002,2023-02,1749168,78,78,22425.23076923077,1144653.0,52.81,0.0,가맹점_2,IT서비스,경기,하락,269103.0,9508,28.3,정상,2,2023,1144653.0,,,1446910.5,65.5,0,0,3,1506065.0
M0002,2023-03,1506065,73,72,20631.027397260274,1749168.0,-13.9,1.39,가맹점_2,IT서비스,경기,하락,251014.0,32025,7.84,정상,3,2023,1749168.0,1144653.0,,1466628.6666666667,68.0,0,0,3,1232393.0
M0002,2023-04,1232393,60,60,20539.883333333335,1506065.0,-18.17,0.0,가맹점_2,IT서비스,경기,하락,246479.0,18134,13.59,정상,4,2023,1506065.0,1749168.0,1144653.0,1495875.3333333333,70.33333333333333,0,0,3,1659348.0
M0002,2023-05,1659348,76,76,21833.526315789473,1232393.0,34.64,0.0,가맹점_2,IT서비스,경기,하락,262002.0,28223,9.28,정상,5,2023,1232393.0,1506065.0,1749168.0,1465935.3333333333,69.66666666666667,0,0,3,1290234.0
M0002,2023-06,1290234,63,62,20479.904761904763,1659348.0,-22.24,1.61,가맹점_2,IT서비스,경기,하락,249716.0,14062,17.76,정상,6,2023,1659348.0,1232393.0,1506065.0,1393991.6666666667,66.33333333333333,0,0,3,1237350.0
M0002,2023-07,1237350,62,61,19957.25806451613,1290234.0,-4.1,1.64,가맹점_2,IT서비스,경기,하락,243415.0,15735,15.47,정상,7,2023,1290234.0,1659348.0,1232393.0,1395644.0,67.0,0,0,3,1223343.0
M0002,2023-08,1223343,63,63,19418.14285714286,1237350.0,-1.13,0.0,가맹점_2,IT서비스,경기,하락,233018.0,8539,27.29,정상,8,2023,1237350.0,1290234.0,1659348.0,1250309.0,62.666666666666664,0,0,3,1393868.0
M0002,2023-09,1393868,66,65,21119.21212121212,1223343.0,13.94,1.54,가맹점_2,IT서비스,경기,하락,257333.0,26019,9.89,정상,9,2023,1223343.0,1237350.0,1290234.0,1284853.6666666667,63.666666666666664,0,0,3,906951.0
M0002,2023-10,906951,47,47,19296.82978723404,1393868.0,-34.93,0.0,가맹점_2,IT서비스,경기,하락,231562.0,25629,9.04,정상,10,2023,1393868.0,1223343.0,1237350.0,1174720.6666666667,58.666666666666664,0,0,3,1228435.0
M0002,2023-11,1228435,66,65,18612.651515151516,906951.0,35.45,1.54,가맹점_2,IT서비스,경기,하락,226791.0,34407,6.59,정상,11,2023,906951.0,1393868.0,1223343.0,1176418.0,59.666666666666664,0,0,3,1001005.0
M0002,2023-12,1001005,59,58,16966.186440677968,1228435.0,-18.51,1.72,가맹점_2,IT서비스,경기,하락,207096.0,24894,8.32,정상,12,2023,1228435.0,906951.0,1393868.0,1045463.6666666666,57.333333333333336,0,0,3,914689.0
M0002,2024-01,914689,44,44,20788.386363636364,1001005.0,-8.62,0.0,가맹점_2,IT서비스,경기,하락,249461.0,13089,19.06,정상,1,2024,1001005.0,1228435.0,906951.0,1048043.0,56.333333333333336,0,0,3,1014622.0
M0002,2024-02,1014622,50,50,20292.44,914689.0,10.93,0.0,가맹점_2,IT서비스,경기,하락,243509.0,29859,8.16,정상,2,2024,914689.0,1001005.0,1228435.0,976772.0,51.0,0,0,3,666628.0
M0002,2024-03,666628,33,33,20200.848484848484,1014622.0,-34.3,0.0,가맹점_2,IT서비스,경기,하락,242410.0,20960,11.57,high_cancel,3,2024,1014622.0,914689.0,1001005.0,865313.0,42.333333333333336,0,0,3,942351.0
M0002,2024-04,942351,49,49,19231.65306122449,666628.0,41.36,0.0,가맹점_2,IT서비스,경기,하락,230780.0,34484,6.69,정상,4,2024,666628.0,1014622.0,914689.0,874533.6666666666,44.0,0,0,3,837407.0
M0002,2024-05,837407,43,43,19474.581395348836,942351.0,-11.14,0.0,가맹점_2,IT서비스,경기,하락,233695.0,16353,14.29,정상,5,2024,942351.0,666628.0,1014622.0,815462.0,41.666666666666664,0,0,3,748936.0
M0002,2024-06,748936,40,40,18723.4,837407.0,-10.56,0.0,가맹점_2,IT서비스,경기,하락,224681.0,26197,8.58,정상,6,2024,837407.0,942351.0,666628.0,842898.0,44.0,0,0,3,1050943.0
M0002,2024-07,1050943,57,57,18437.59649122807,748936.0,40.32,0.0,가맹점_2,IT서비스,경기,하락,221251.0,21952,10.08,정상,7,2024,748936.0,837407.0,942351.0,879095.3333333334,46.666666666666664,0,0,3,983144.0
M0002,2024-08,983144,50,50,19662.88,1050943.0,-6.45,0.0,가맹점_2,IT서비스,경기,하락,235955.0,23508,10.04,정상,8,2024,1050943.0,748936.0,837407.0,927674.3333333334,49.0,0,0,3,861706.0
M0002,2024-09,861706,48,48,17952.208333333332,983144.0,-12.35,0.0,가맹점_2,IT서비스,경기,하락,215426.0,27357,7.87,정상,9,2024,983144.0,1050943.0,748936.0,965264.3333333334,51.666666666666664,0,0,3,928777.0
M0002,2024-10,928777,49,49,18954.632653061224,861706.0,7.78,0.0,가맹점_2,IT서비스,경기,하락,227456.0,19544,11.64,정상,10,2024,861706.0,983144.0,1050943.0,924542.3333333334,49.0,0,0,3,804721.0
M0002,2024-11,804721,44,44,18289.113636363636,928777.0,-13.36,0.0,가맹점_2,IT서비스,경기,하락,219469.0,31700,6.92,정상,11,2024,928777.0,861706.0,983144.0,865068.0,47.0,0,0,3,885643.0
M0002,2024-12,885643,48,48,18450.895833333332,804721.0,10.06,0.0,가맹점_2,IT서비스,경기,하락,221411.0,26514,8.35,정상,12,2024,804721.0,928777.0,861706.0,873047.0,47.0,0,0,3,676616.0
M0002,2025-01,676616,37,37,18286.91891891892,885643.0,-23.6,0.0,가맹점_2,IT서비스,경기,하락,219443.0,25911,8.47,정상,1,2025,885643.0,804721.0,928777.0,788993.3333333334,43.0,0,0,3,936328.0
M0002,2025-02,936328,52,52,18006.30769230769,676616.0,38.38,0.0,가맹점_2,IT서비스,경기,하락,216076.0,13433,16.09,정상,2,2025,676616.0,885643.0,804721.0,832862.3333333334,45.666666666666664,0,0,3,772685.0
M0002,2025-03,772685,40,40,19317.125,936328.0,-17.48,0.0,가맹점_2,IT서비스,경기,하락,231806.0,31795,7.29,정상,3,2025,936328.0,676616.0,885643.0,795209.6666666666,43.0,0,0,3,650042.0
M0002,2025-04,650042,35,34,18572.628571428573,772685.0,-15.87,2.94,가맹점_2,IT서비스,경기,하락,229424.0,14237,16.11,정상,4,2025,772685.0,936328.0,676616.0,786351.6666666666,42.333333333333336,0,0,3,598340.0
M0002,2025-05,598340,36,36,16620.555555555555,650042.0,-7.95,0.0,가맹점_2,IT서비스,경기,하락,199447.0,31819,6.27,정상,5,2025,650042.0,772685.0,936328.0,673689.0,37.0,0,0,3,537341.0
M0002,2025-06,537341,32,32,16791.90625,598340.0,-10.19,0.0,가맹점_2,IT서비스,경기,하락,201503.0,11861,16.99,정상,6,2025,598340.0,650042.0,772685.0,595241.0,34.333333333333336,0,0,3,642080.0
M0002,2025-07,642080,36,36,17835.555555555555,537341.0,19.49,0.0,가맹점_2,IT서비스,경기,하락,214027.0,19190,11.15,정상,7,2025,537341.0,598340.0,650042.0,592587.0,34.666666666666664,0,0,3,523999.0
M0002,2025-08,523999,30,30,17466.633333333335,642080.0,-18.39,0.0,가맹점_2,IT서비스,경기,하락,209600.0,26545,7.9,정상,8,2025,642080.0,537341.0,598340.0,567806.6666666666,32.666666666666664,0,0,3,365846.0
M0002,2025-09,365846,25,25,14633.84,523999.0,-30.18,0.0,가맹점_2,IT서비스,경기,하락,175606.0,13778,12.75,정상,9,2025,523999.0,642080.0,537341.0,510641.6666666667,30.333333333333332,0,0,3,455064.0
M0002,2025-10,455064,27,27,16854.222222222223,365846.0,24.39,0.0,가맹점_2,IT서비스,경기,하락,202251.0,12747,15.87,정상,10,2025,365846.0,523999.0,642080.0,448303.0,27.333333333333332,0,0,3,330963.0
M0002,2025-11,330963,24,24,13790.125,455064.0,-27.27,0.0,가맹점_2,IT서비스,경기,하락,165482.0,26915,6.15,정상,11,2025,455064.0,365846.0,523999.0,383957.6666666667,25.333333333333332,0,0,3,606806.0
M0002,2025-12,606806,33,33,18388.060606060608,330963.0,83.35,0.0,가맹점_2,IT서비스,경기,하락,220657.0,27372,8.06,정상,12,2025,330963.0,455064.0,365846.0,464277.6666666667,28.0,0,0,3,
M0003,2023-01,3220676,124,122,25973.1935483871,,,1.64,가맹점_3,교육,서울,안정,316790.0,33920,9.34,정상,1,2023,,,,3220676.0,124.0,1,3,1,1911301.0
M0003,2023-02,1911301,68,68,28107.367647058825,3220676.0,-40.66,0.0,가맹점_3,교육,서울,안정,337288.0,27506,12.26,high_cancel,2,2023,3220676.0,,,2565988.5,96.0,1,3,1,2650973.0
M0003,2023-03,2650973,108,107,24546.046296296296,1911301.0,38.7,0.93,가맹점_3,교육,서울,안정,297292.0,23381,12.72,정상,3,2023,1911301.0,3220676.0,,2594316.6666666665,100.0,1,3,1,3383979.0
M0003,2023-04,3383979,138,138,24521.58695652174,2650973.0,27.65,0.0,가맹점_3,교육,서울,안정,294259.0,16497,17.84,정상,4,2023,2650973.0,1911301.0,3220676.0,2648751.0,104.66666666666667,1,3,1,2896956.0
M0003,2023-05,2896956,119,116,24344.168067226892,3383979.0,-14.39,2.59,가맹점_3,교육,서울,안정,299696.0,22095,13.56,정상,5,2023,3383979.0,2650973.0,1911301.0,2977302.6666666665,121.66666666666667,1,3,1,3392791.0
M0003,2023-06,3392791,137,134,24764.89781021898,2896956.0,17.12,2.24,가맹점_3,교육,서울,안정,303836.0,27553,11.03,정상,6,2023,2896956.0,3383979.0,2650973.0,3224575.3333333335,131.33333333333334,1,3,1,3423240.0
M0003,2023-07,3423240,130,129,26332.615384615383,3392791.0,0.9,0.78,가맹점_3,교육,서울,안정,318456.0,11338,28.09,정상,7,2023,3392791.0,2896956.0,3383979.0,3237662.3333333335,128.66666666666666,1,3,1,2925980.0
M0003,2023-08,2925980,115,114,25443.304347826088,3423240.0,-14.53,0.88,가맹점_3,교육,서울,안정,308006.0,33570,9.18,정상,8,2023,3423240.0,3392791.0,2896956.0,3247337.0,127.33333333333333,1,3,1,3298743.0
M0003,2023-09,3298743,129,129,25571.6511627907,2925980.0,12.74,0.0,가맹점_3,교육,서울,안정,306860.0,22382,13.71,정상,9,2023,2925980.0,3423240.0,3392791.0,3215987.6666666665,124.66666666666667,1,3,1,1714458.0
M0003,2023-10,1714458,72,72,23811.916666666668,3298743.0,-48.03,0.0,가맹점_3,교육,서울,안정,285743.0,22465,12.72,high_cancel,10,2023,3298743.0,2925980.0,3423240.0,2646393.6666666665,105.33333333333333,1,3,1,3354543.0
M0003,2023-11,3354543,129,127,26004.20930232558,1714458.0,95.66,1.57,가맹점_3,교육,서울,안정,316950.0,19122,16.58,정상,11,2023,1714458.0,3298743.0,2925980.0,2789248.0,110.0,1,3,1,2997058.0
M0003,2023-12,2997058,120,119,24975.483333333334,3354543.0,-10.66,0.84,가맹점_3,교육,서울,안정,302223.0,14390,21.0,정상,12,2023,3354543.0,1714458.0,3298743.0,2688686.3333333335,107.0,1,3,1,6338354.0
M0003,2024-01,6338354,98,97,64677.08163265306,2997058.0,111.49,1.03,가맹점_3,교육,서울,안정,784119.0,15368,51.02,revenue_spike,1,2024,2997058.0,3354543.0,1714458.0,4229985.0,115.66666666666667,1,3,1,4141804.0
M0003,2024-02,4141804,84,82,49307.19047619047,6338354.0,-34.65,2.44,가맹점_3,교육,서울,안정,606123.0,10550,57.45,aov_spike,2,2024,6338354.0,2997058.0,3354543.0,4492405.333333333,100.66666666666667,1,3,1,7272619.0
M0003,2024-03,7272619,122,122,59611.63114754098,4141804.0,75.59,0.0,가맹점_3,교육,서울,안정,715340.0,10014,71.43,revenue_spike,3,2024,4141804.0,6338354.0,2997058.0,5917592.333333333,101.33333333333333,1,3,1,2546657.0
M0003,2024-04,2546657,103,103,24724.825242718445,7272619.0,-64.98,0.0,가맹점_3,교육,서울,안정,296698.0,25480,11.64,정상,4,2024,7272619.0,4141804.0,6338354.0,4653693.333333333,103.0,1,3,1,3055296.0
M0003,2024-05,3055296,113,113,27038.017699115044,2546657.0,19.97,0.0,가맹점_3,교육,서울,안정,324456.0,31910,10.17,정상,5,2024,2546657.0,7272619.0,4141804.0,4291524.0,112.66666666666667,1,3,1,3501150.0
M0003,2024-06,3501150,134,129,26127.985074626864,3055296.0,14.59,3.88,가맹점_3,교육,서울,안정,325701.0,30251,10.77,정상,6,2024,3055296.0,2546657.0,7272619.0,3034367.6666666665,116.66666666666667,1,3,1,2003430.0
M0003,2024-07,2003430,81,80,24733.703703703704,3501150.0,-42.78,1.25,가맹점_3,교육,서울,안정,300514.0,13729,21.89,high_cancel,7,2024,3501150.0,3055296.0,2546657.0,2853292.0,109.33333333333333,1,3,1,3555239.0
M0003,2024-08,3555239,137,135,25950.649635036498,2003430.0,77.46,1.48,가맹점_3,교육,서울,안정,316017.0,33346,9.48,정상,8,2024,2003430.0,3501150.0,3055296.0,3019939.6666666665,117.33333333333333,1,3,1,3334437.0
M0003,2024-09,3334437,129,128,25848.3488372093,3555239.0,-6.21,0.78,가맹점_3,교육,서울,안정,312600.0,19293,16.2,정상,9,2024,3555239.0,2003430.0,3501150.0,2964368.6666666665,115.66666666666667,1,3,1,2938994.0
M0003,2024-10,2938994,120,120,24491.616666666665,3334437.0,-11.86,0.0,가맹점_3,교육,서울,안정,293899.0,25121,11.7,정상,10,2024,3334437.0,3555239.0,2003430.0,3276223.3333333335,128.66666666666666,1,3,1,3995668.0
M0003,2024-11,3995668,155,151,25778.503225806453,2938994.0,35.95,2.65,가맹점_3,교육,서울,안정,317540.0,28070,11.31,정상,11,2024,2938994.0,3334437.0,3555239.0,3423033.0,134.66666666666666,1,3,1,3346949.0
M0003,2024-12,3346949,129,127,25945.341085271317,3995668.0,-16.24,1.57,가맹점_3,교육,서울,안정,316232.0,16139,19.59,정상,12,2024,3995668.0,2938994.0,3334437.0,3427203.6666666665,134.66666666666666,1,3,1,2462413.0
M0003,2025-01,2462413,102,100,24141.303921568626,3346949.0,-26.43,2.0,가맹점_3,교육,서울,안정,295490.0,16449,17.96,정상,1,2025,3346949.0,3995668.0,2938994.0,3268343.3333333335,128.66666666666666,1,3,1,2328595.0
M0003,2025-02,2328595,91,91,25588.956043956045,2462413.0,-5.43,0.0,가맹점_3,교육,서울,안정,307067.0,13773,22.29,정상,2,2025,2462413.0,3346949.0,3995668.0,2712652.3333333335,107.33333333333333,1,3,1,2577472.0
M0003,2025-03,2577472,102,101,25269.333333333332,2328595.0,10.69,0.99,가맹점_3,교육,서울,안정,306234.0,9897,30.94,정상,3,2025,2328595.0,2462413.0,3346949.0,2456160.0,98.33333333333333,1,3,1,3029959.0
M0003,2025-04,3029959,114,113,26578.587719298244,2577472.0,17.56,0.88,가맹점_3,교육,서울,안정,321750.0,14781,21.77,정상,4,2025,2577472.0,2328595.0,2462413.0,2645342.0,102.33333333333333,1,3,1,2854643.0
M0003,2025-05,2854643,106,103,26930.594339622643,3029959.0,-5.79,2.91,가맹점_3,교육,서울,안정,332571.0,34434,9.66,정상,5,2025,3029959.0,2577472.0,2328595.0,2820691.3333333335,107.33333333333333,1,3,1,2754471.0
M0003,2025-06,2754471,114,113,24162.026315789473,2854643.0,-3.51,0.88,가맹점_3,교육,서울,안정,292496.0,18217,16.06,정상,6,2025,2854643.0,3029959.0,2577472.0,2879691.0,111.33333333333333,1,3,1,2949213.0
M0003,2025-07,2949213,118,117,24993.330508474577,2754471.0,7.07,0.85,가맹점_3,교육,서울,안정,302469.0,28527,10.6,정상,7,2025,2754471.0,2854643.0,3029959.0,2852775.6666666665,112.66666666666667,1,3,1,3074735.0
M0003,2025-08,3074735,116,114,26506.33620689655,2949213.0,4.26,1.75,가맹점_3,교육,서울,안정,323642.0,26936,12.02,정상,8,2025,2949213.0,2754471.0,2854643.0,2926139.6666666665,116.0,1,3,1,2930943.0
M0003,2025-09,2930943,118,116,24838.5,3074735.0,-4.68,1.72,가맹점_3,교육,서울,안정,303189.0,15644,19.38,정상,9,2025,3074735.0,2949213.0,2754471.0,2984963.6666666665,117.33333333333333,1,3,1,2605649.0
M0003,2025-10,2605649,98,97,26588.255102040817,2930943.0,-11.1,1.03,가맹점_3,교육,서울,안정,322345.0,34566,9.33,정상,10,2025,2930943.0,3074735.0,2949213.0,2870442.3333333335,110.66666666666667,1,3,1,2566213.0
M0003,2025-11,2566213,113,113,22709.849557522124,2605649.0,-1.51,0.0,가맹점_3,교육,서울,안정,272518.0,19936,13.67,정상,11,2025,2605649.0,2930943.0,3074735.0,2700935.0,109.66666666666667,1,3,1,3065690.0
M0003,2025-12,3065690,121,121,25336.280991735537,2566213.0,19.46,0.0,가맹점_3,교육,서울,안정,304035.0,15229,19.96,정상,12,2025,2566213.0,2605649.0,2930943.0,2745850.6666666665,110.66666666666667,1,3,1,
M0004,2023-01,2314608,67,67,34546.388059701494,,,0.0,가맹점_4,뷰티,부산,안정,414557.0,17244,24.04,정상,1,2023,,,,2314608.0,67.0,3,2,1,2337576.0
M0004,2023-02,2337576,71,71,32923.605633802814,2314608.0,0.99,0.0,가맹점_4,뷰티,부산,안정,395083.0,27862,14.18,정상,2,2023,2314608.0,,,2326092.0,69.0,3,2,1,2468235.0
M0004,2023-03,2468235,70,70,35260.5,2337576.0,5.59,0.0,가맹점_4,뷰티,부산,안정,423126.0,22381,18.91,정상,3,2023,2337576.0,2314608.0,,2373473.0,69.33333333333333,3,2,1,2865484.0
M0004,2023-04,2865484,89,88,32196.449438202246,2468235.0,16.09,1.14,가맹점_4,뷰티,부산,안정,390762.0,14896,26.23,정상,4,2023,2468235.0,2337576.0,2314608.0,2557098.3333333335,76.66666666666667,3,2,1,2987781.0
M0004,2023-05,2987781,86,85,34741.63953488372,2865484.0,4.27,1.18,가맹점_4,뷰티,부산,안정,421819.0,32099,13.14,정상,5,2023,2865484.0,2468235.0,2337576.0,2773833.3333333335,81.66666666666667,3,2,1,3627231.0
M0004,2023-06,3627231,105,104,34545.05714285714,2987781.0,21.4,0.96,가맹점_4,뷰티,부산,안정,418520.0,8180,51.16,정상,6,2023,2987781.0,2865484.0,2468235.0,3160165.3333333335,93.33333333333333,3,2,1,3158152.0
